report_event,duid,participant,region,issue_time,effective_time,cancellation_time,directed_resource_type,reason,direction_instruction,market_notice,directed_mwh,compensation_payment,retained_trading_amount,additional_compensation,ie_fee,cra,source_format,source_file
2024-06-22T06:30:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-06-27T05:59:59Z,2024-06-27T14:59:59Z,2024-06-28T17:59:59Z,Scheduled generating unit,System security,Synchronise,MN117220,980.6034325,190707.7555526,48143.78794933,80394.1,1498.33333333333,224456.400936603,new,2024060920240629 System security energy directions report final.xlsx
2024-07-05T07:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-07-05T07:00:00Z,2024-07-05T14:59:59Z,2024-07-06T05:59:59Z,Scheduled generating unit,System security - voltage,Remain,MN117292,555.1193495,109985.796716435,9132.29205219,28932.8,1498.33333333333,131284.637997578,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-05T07:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-07-05T07:00:00Z,2024-07-05T14:04:59Z,2024-07-07T04:00:00Z,Scheduled generating unit,System security - voltage,Remain,MN117292,1390.6244005,275524.412471065,95617.79946274,88956.26,1498.33333333333,270361.206341658,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-07-15T05:59:59Z,2024-07-15T11:59:59Z,2024-07-16T05:00:00Z,Scheduled generating unit,System security - voltage,Synchronise,MN117347,637.382231,137241.14197892,36143.33770601,24823.33,642.142857142857,126563.277130053,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-07-18T07:00:00Z,2024-07-18T14:30:00Z,2024-07-19T04:00:00Z,Scheduled generating unit,System security - voltage,Remain,MN117359,506.682526,108997.54499312,31045.9147468,20398.66,642.142857142857,98992.4331034629,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-07-19T05:30:00Z,2024-07-19T12:30:00Z,2024-07-20T05:00:00Z,Scheduled generating unit,System security - voltage,Synchronise,MN117364,628.282611,136708.01332749,-3648.94248597999,23028.96,642.142857142857,164028.058670613,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-07-19T05:30:00Z,2024-07-19T14:30:00Z,2024-07-20T05:00:00Z,Scheduled generating unit,System security - voltage,Remain,MN117364,539.596548,117410.81287932,-12444.80627302,21239.75,642.142857142857,151737.512009483,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-07-20T04:00:00Z,2024-07-20T14:30:00Z,2024-07-21T07:00:00Z,Scheduled generating unit,System security - voltage,Remain,MN117380,630.681851,137185.91622952,13399.98735877,22148.12,642.142857142857,146576.191727893,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-07-20T04:00:00Z,2024-07-20T14:30:00Z,2024-07-21T07:00:00Z,Scheduled generating unit,System security - voltage,Remain,MN117380,615.786638,133945.90949776,13033.85566677,23921.75,642.142857142857,145475.946688133,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-07-21T02:00:00Z,2024-07-21T14:59:59Z,2024-07-21T05:00:00Z,Scheduled generating unit,System security - voltage,Remain,MN117395,0,0,0,0,0,0,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-07-21T02:00:00Z,2024-07-22T01:00:00Z,2024-07-22T02:59:59Z,Scheduled generating unit,System security - voltage,Synchronise,MN117395,47.8259756,10402.627952756,389.12839939,37800.85,642.142857142857,48456.4924105089,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-07-21T02:00:00Z,2024-07-21T14:59:59Z,2024-07-22T04:29:59Z,Scheduled generating unit,System security - voltage,Remain,MN117395,504.8136855,109802.024733105,19071.68275282,19937.1285276197,0,110667.470507905,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-07-22T04:39:59Z,2024-07-22T14:30:00Z,2024-07-24T17:59:59Z,Scheduled generating unit,System security - voltage,Remain,MN117418,1910.425242,414294.81798012,7499.78033773001,77228.13,642.142857142857,484665.310499533,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-07-22T05:59:59Z,2024-07-22T14:30:00Z,2024-07-23T05:00:00Z,Scheduled generating unit,System security - voltage,Remain,MN117418,532.4836985,115474.41485671,226.284967869999,18943.655712454,0,134191.785601294,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-07-23T07:00:00Z,2024-07-23T11:59:59Z,2024-07-24T15:30:00Z,Scheduled generating unit,System security - voltage,Remain,MN117418,1008.2450195,218648.01492877,-11442.7934826,35706.71,642.142857142857,266439.661268513,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-07-24T07:00:00Z,2024-07-25T00:30:00Z,2024-07-24T22:29:59Z,Scheduled generating unit,System security - voltage,Remain,MN117430,0,0,0,0,0,0,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-07-25T07:00:00Z,2024-07-25T23:00:00Z,2024-07-26T05:30:00Z,Scheduled generating unit,System security - voltage,Synchronise,MN117444,231.3013407,49979.593698456,-17763.44218132,34221.98,642.142857142857,102607.158736919,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-07-25T07:00:00Z,2024-07-25T12:30:00Z,2024-07-26T07:00:00Z,Scheduled generating unit,System security - voltage,Remain,MN117444,685.170910999999,148051.73044888,14104.24497426,28397.68,642.142857142857,162987.308331763,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-07-26T05:59:59Z,2024-07-26T23:30:00Z,2024-07-27T05:00:00Z,Scheduled generating unit,System security - voltage,Synchronise,MN117469,193.8626068,41895.647955548,-8435.61592062,27239.72,642.142857142857,78213.1267333109,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-15T05:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-07-26T05:59:59Z,2024-07-26T14:00:00Z,2024-07-27T04:00:00Z,Scheduled generating unit,System security - voltage,Remain,MN117469,519.9669595,112370.059617545,38626.12510057,21554.43,642.142857142857,95940.5073741179,new,2024070520240727 System security energy directions report 1.xlsx
2024-07-31T07:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-07-31T07:00:00Z,2024-07-31T23:59:59Z,2024-08-01T04:29:59Z,Scheduled generating unit,System security - voltage,Remain,MN117514,168.5593815,37236.452967165,-8123.15957534,6806.72144649961,0,52166.3339890046,new,2024073120240826 System security energy directions report.xlsx
2024-07-31T07:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2024-08-01T05:59:59Z,2024-08-01T14:00:00Z,2024-08-02T02:30:00Z,Scheduled generating unit,System security - voltage,Synchronise,MN117521,463.7949887,102934.659792078,-2006.31178339,100697,642.142857142857,206280.114432611,new,2024073120240826 System security energy directions report.xlsx
2024-07-31T07:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-08-01T07:00:00Z,2024-08-01T12:30:00Z,2024-08-02T04:29:59Z,Scheduled generating unit,System security - voltage,Remain,MN117521,592.99939,131610.2846166,-5042.24864257,18417.7271250695,0,155070.260384239,new,2024073120240826 System security energy directions report.xlsx
2024-07-31T07:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2024-08-01T14:30:00Z,2024-08-01T14:35:00Z,2024-08-01T15:05:00Z,Scheduled generating unit,System security - voltage,Remain,MN117521,64.247904,14259.17981376,-2109.85157129,0,0,16369.03138505,new,2024073120240826 System security energy directions report.xlsx
2024-07-31T07:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-08-06T07:00:00Z,2024-08-07T00:30:00Z,2024-08-07T04:29:59Z,Scheduled generating unit,System security - voltage,Synchronise,MN117568,152.8216815,34604.94155886,-5664.72572069,5171.24473891161,0,45440.9120184616,new,2024073120240826 System security energy directions report.xlsx
2024-07-31T07:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-08-07T05:00:00Z,2024-08-07T14:00:00Z,2024-08-08T05:00:00Z,Scheduled generating unit,System security - voltage,Remain,MN117573,567.59073,128967.9656706,3432.84782931,16696.8614019933,0,142231.979243283,new,2024073120240826 System security energy directions report.xlsx
2024-07-31T07:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-08-07T05:00:00Z,2024-08-07T12:30:00Z,2024-08-08T05:00:00Z,Scheduled generating unit,System security - voltage,Remain,MN117573,611.8247915,139018.82912463,5014.12165387,16132.4827634105,0,150137.19023417,new,2024073120240826 System security energy directions report.xlsx
2024-08-11T05:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-08-11T05:59:59Z,2024-08-11T14:30:00Z,2024-08-13T04:00:00Z,Scheduled generating unit,System security - voltage,Remain,MN117637,1418.998986,322694.55940626,77160.27836436,38181.59,642.142857142857,284358.013899043,new,2024073120240826 System security energy directions report.xlsx
2024-08-11T05:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-08-11T05:59:59Z,2024-08-11T14:30:00Z,2024-08-13T04:00:00Z,Scheduled generating unit,System security - voltage,Remain,MN117637,1394.4979395,317122.776421695,75808.18017861,31399.82,642.142857142857,273356.559100228,new,2024073120240826 System security energy directions report.xlsx
2024-08-11T05:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-08-14T07:00:00Z,2024-08-14T17:59:59Z,2024-08-16T06:30:00Z,Scheduled generating unit,System security - voltage,Synchronise,MN117667,1374.3262485,307079.45696484,39246.85871481,42935.6,642.142857142857,311410.341107173,new,2024073120240826 System security energy directions report.xlsx
2024-08-11T05:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-08-14T07:00:00Z,2024-08-14T16:00:00Z,2024-08-16T05:30:00Z,Scheduled generating unit,System security - voltage,Remain,MN117667,1387.892119,310110.61506936,40881.0066131599,37189.82,642.142857142857,307061.571313343,new,2024073120240826 System security energy directions report.xlsx
2024-08-11T05:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-08-16T05:59:59Z,2024-08-16T14:59:59Z,2024-08-17T05:30:00Z,Scheduled generating unit,System security - voltage,Remain,MN117695,544.9206025,121157.64675985,24712.20114847,18739.1708182625,0,115184.616429643,new,2024073120240826 System security energy directions report.xlsx
2024-08-11T05:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-08-16T05:59:59Z,2024-08-16T13:29:59Z,2024-08-17T05:30:00Z,Scheduled generating unit,System security - voltage,Remain,MN117695,591.651285,131547.7467069,29040.65427321,16805.388347406,0,119312.480781096,new,2024073120240826 System security energy directions report.xlsx
2024-08-11T05:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-08-18T05:59:59Z,2024-08-18T22:29:59Z,2024-08-20T06:30:00Z,Scheduled generating unit,System security - voltage,Remain,MN117711,1196.5700695,264968.47619008,21502.63890056,40633.37,642.142857142857,284741.350146663,new,2024073120240826 System security energy directions report.xlsx
2024-08-11T05:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-08-18T05:59:59Z,2024-08-18T23:30:00Z,2024-08-19T05:30:00Z,Scheduled generating unit,System security - voltage,Remain,MN117711,221.2455325,48992.6107168,-1062.4398236,7135.69568461331,0,57190.7462250133,new,2024073120240826 System security energy directions report.xlsx
2024-08-11T05:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-08-19T04:29:59Z,2024-08-19T13:29:59Z,2024-08-20T06:30:00Z,Scheduled generating unit,System security - voltage,Remain,MN117711,626.561147,139015.12168489,-9118.39487805,18450.987863547,0,166584.504426487,new,2024073120240826 System security energy directions report.xlsx
2024-08-11T05:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-08-19T05:00:00Z,2024-08-20T23:00:00Z,2024-08-21T02:30:00Z,Scheduled generating unit,System security - voltage,Synchronise,MN117711,107.8035925,23918.383067975,-2684.9028427,42679.26,642.142857142857,69924.6887678179,new,2024073120240826 System security energy directions report.xlsx
2024-08-11T05:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-08-20T05:59:59Z,2024-08-20T13:29:59Z,2024-08-21T04:29:59Z,Scheduled generating unit,System security - voltage,Remain,MN117711,741.372968,164495.83413984,43438.02785395,11381.5324054199,0,132439.33869131,new,2024073120240826 System security energy directions report.xlsx
2024-08-22T05:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-08-22T05:59:59Z,2024-08-22T14:30:00Z,2024-08-24T05:30:00Z,Scheduled generating unit,System security - voltage,Synchronise,MN117752,1475.5435755,326862.41284476,9563.08815796,78150.79,642.142857142857,396092.257543943,new,2024073120240826 System security energy directions report.xlsx
2024-08-22T05:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-08-22T05:59:59Z,2024-08-22T14:00:00Z,2024-08-26T05:00:00Z,Scheduled generating unit,System security - voltage,Remain,MN117752,3207.7269755,710575.67961276,269.2825174799,91692.53,642.142857142857,802641.069952423,new,2024073120240826 System security energy directions report.xlsx
2024-08-22T05:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-08-22T05:59:59Z,2024-08-22T14:30:00Z,2024-08-22T10:29:59Z,Scheduled generating unit,System security - voltage,Remain,MN117752,0,0,0,0,0,0,new,2024073120240826 System security energy directions report.xlsx
2024-08-22T05:59:59Z,MINTARO,Synergen Power Pty Limited,SA1,2024-08-24T05:59:59Z,2024-08-24T13:29:59Z,2024-08-25T17:59:59Z,Scheduled generating unit,System security - voltage,Synchronise,MN117752,1128.28141,249406.6056805,-33980.66527854,135243,642.142857142857,419272.413816183,new,2024073120240826 System security energy directions report.xlsx
2024-08-22T05:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-08-25T07:00:00Z,2024-08-25T17:59:59Z,2024-08-26T05:00:00Z,Scheduled generating unit,System security - voltage,Synchronise,MN117789,397.7636857,87909.752176557,2415.40650081,33297.48,642.142857142857,119433.96853289,new,2024073120240826 System security energy directions report.xlsx
2024-08-26T02:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-08-26T02:59:59Z,2024-08-26T14:30:00Z,2024-09-02T05:59:59Z,Scheduled generating unit,System security - voltage,Synchronise,117810,5970.487032,1319537.33894232,-120045.10408472,142740.59,642.142857142857,1582965.17588418,new,2024082620241001 System security energy directions report.xlsx
2024-08-26T02:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-08-26T02:59:59Z,2024-08-26T14:59:59Z,2024-08-28T08:00:00Z,Scheduled generating unit,System security - voltage,Remain,117810,1512.452702,334267.17166902,-71411.66328544,43736.6,642.142857142857,450057.577811603,new,2024082620241001 System security energy directions report.xlsx
2024-08-26T02:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-08-28T05:59:59Z,2024-08-29T03:30:00Z,2024-09-02T06:30:00Z,Scheduled generating unit,System security - voltage,Synchronise,117810,3583.0781775,791896.108009275,-138736.13054784,83518.22,642.142857142857,1014792.60141426,new,2024082620241001 System security energy directions report.xlsx
2024-08-26T02:59:59Z,BARKIPS1,AGL SA Generation Pty Limited,SA1,2024-08-29T02:59:59Z,2024-08-29T02:59:59Z,2024-08-29T03:30:00Z,Scheduled generating unit,System security - voltage,Synchronise,117810,24.354491,5379.9070619,-1139.17344999,0,0,6519.08051189,new,2024082620241001 System security energy directions report.xlsx
2024-08-26T02:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-09-02T07:00:00Z,2024-09-02T13:00:00Z,2024-09-03T05:00:00Z,Scheduled generating unit,System security - voltage,Remain,118072,587.2273715,129448.40177346,43535.43755613,0,0,85912.96421733,new,2024082620241001 System security energy directions report.xlsx
2024-08-26T02:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-09-02T07:00:00Z,2024-09-02T22:00:00Z,2024-09-03T02:30:00Z,Scheduled generating unit,System security - voltage,Synchronise,118072,160.5,35380.62,0,30441.08,642.142857142857,66463.8428571429,new,2024082620241001 System security energy directions report.xlsx
2024-09-03T04:00:00Z,TORRB35,AGL SA Generation Pty Limited,SA1,2024-09-03T04:00:00Z,2024-09-03T11:59:59Z,2024-09-05T03:50:00Z,Scheduled generating unit,System security - voltage,Remain,118088,1480.988177,326469.03373788,-55114.28821642,0,0,381583.3219543,new,2024082620241001 System security energy directions report.xlsx
2024-09-03T04:00:00Z,TORRB35,AGL SA Generation Pty Limited,SA1,2024-09-03T04:00:00Z,2024-09-05T05:10:00Z,2024-09-09T05:00:00Z,Scheduled generating unit,System security - voltage,Remain,118088,3530.937958,778359.96346152,176345.74927829,0,0,602014.21418323,new,2024082620241001 System security energy directions report.xlsx
2024-09-03T04:00:00Z,TORRB46,AGL SA Generation Pty Limited,SA1,2024-09-03T04:00:00Z,2024-09-03T13:00:00Z,2024-09-05T03:50:00Z,Scheduled generating unit,System security - voltage,Remain,118088,1436.8795035,316745.71775154,-56011.50870295,0,0,372757.22645449,new,2024082620241001 System security energy directions report.xlsx
2024-09-03T04:00:00Z,TORRB46,AGL SA Generation Pty Limited,SA1,2024-09-03T04:00:00Z,2024-09-05T05:10:00Z,2024-09-09T04:00:00Z,Scheduled generating unit,System security - voltage,Remain,118088,3474.85526,765997.0935144,176522.72249554,0,0,589474.37101886,new,2024082620241001 System security energy directions report.xlsx
2024-09-03T04:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-09-09T05:59:59Z,2024-09-09T22:00:00Z,2024-09-10T05:59:59Z,Scheduled generating unit,System security - voltage,Remain,118210,299.1026515,65859.412833785,-11528.38611773,0,0,77387.798951515,new,2024082620241001 System security energy directions report.xlsx
2024-09-03T04:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-09-10T07:00:00Z,2024-09-10T22:00:00Z,2024-09-13T04:29:59Z,Scheduled generating unit,System security - voltage,Remain,118222,2012.6527775,443508.1660499,33276.13217001,0,0,410232.03387989,new,2024082620241001 System security energy directions report.xlsx
2024-09-03T04:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-09-10T07:00:00Z,2024-09-10T21:30:00Z,2024-09-12T06:30:00Z,Scheduled generating unit,System security - voltage,Remain,118222,1227.8662565,270572.60828234,-8563.19205735,0,0,279135.80033969,new,2024082620241001 System security energy directions report.xlsx
2024-09-13T07:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2024-09-13T07:00:00Z,2024-09-13T14:30:00Z,2024-09-16T02:30:00Z,Scheduled generating unit,System security - voltage,Remain,118260,2208.7978895,486156.41547895,-7314.51590928,0,0,493470.93138823,new,2024082620241001 System security energy directions report.xlsx
2024-09-13T07:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-09-13T07:00:00Z,2024-09-13T15:30:00Z,2024-09-16T04:29:59Z,Scheduled generating unit,System security - voltage,Remain,118260,2249.6698815,495152.34091815,-11725.74834633,0,0,506878.08926448,new,2024082620241001 System security energy directions report.xlsx
2024-09-13T07:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-09-16T07:00:00Z,2024-09-16T22:29:59Z,2024-09-17T05:59:59Z,Scheduled generating unit,System security - voltage,Remain,118291,281.1120685,61704.09903575,-5687.63433025,0,0,67391.733366,new,2024082620241001 System security energy directions report.xlsx
2024-09-13T07:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-09-16T07:00:00Z,2024-09-16T22:00:00Z,2024-09-17T06:30:00Z,Scheduled generating unit,System security - voltage,Remain,118291,313.867034,68893.813963,-4278.92650257,0,0,73172.74046557,new,2024082620241001 System security energy directions report.xlsx
2024-09-17T05:30:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-09-17T05:30:00Z,2024-09-17T16:29:59Z,2024-09-22T05:59:59Z,Scheduled generating unit,System security - voltage,Remain,118302,4099.20989649999,899735.580182783,82680.6029422201,0,0,817054.977240563,new,2024082620241001 System security energy directions report.xlsx
2024-09-17T05:30:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-09-17T05:30:00Z,2024-09-17T11:59:59Z,2024-09-20T01:00:00Z,Scheduled generating unit,System security - voltage,Synchronise,118302,2288.149478,502225.92892622,112549.39014983,0,0,389676.53877639,new,2024082620241001 System security energy directions report.xlsx
2024-09-17T05:30:00Z,MINTARO,Synergen Power Pty Limited,SA1,2024-09-20T01:00:00Z,2024-09-20T06:30:00Z,2024-09-20T13:29:59Z,Scheduled generating unit,System security - voltage,Synchronise,118302,277.765727,61139.01416997,13969.87899864,57542,2333.33333333333,107044.468504663,new,2024082620241001 System security energy directions report.xlsx
2024-09-17T05:30:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-09-20T01:00:00Z,2024-09-20T13:29:59Z,2024-09-22T05:59:59Z,Scheduled generating unit,System security - voltage,Synchronise,118302,1487.28414,327366.1120554,-17771.72067503,0,0,345137.83273043,new,2024082620241001 System security energy directions report.xlsx
2024-09-17T05:30:00Z,BARKIPS1,AGL SA Generation Pty Limited,SA1,2024-09-20T05:20:00Z,2024-09-20T05:24:59Z,2024-09-20T06:30:00Z,Scheduled generating unit,System security - voltage,Synchronise,118302,74.8823102,16482.345298122,-3356.0249212,0,0,19838.370219322,new,2024082620241001 System security energy directions report.xlsx
2024-09-17T05:30:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-09-22T05:30:00Z,2024-09-22T23:00:00Z,2024-09-23T05:30:00Z,Scheduled generating unit,System security - voltage,Synchronise,118369,237.6499303,52166.536200153,-3354.67490273,9682.64752234357,0,65203.8586252266,new,2024082620241001 System security energy directions report.xlsx
2024-09-17T05:30:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-09-22T05:30:00Z,2024-09-22T20:59:59Z,2024-09-23T05:30:00Z,Scheduled generating unit,System security - voltage,Remain,118369,319.724918,70182.81675018,-2257.46684076,0,0,72440.28359094,new,2024082620241001 System security energy directions report.xlsx
2024-09-17T05:30:00Z,PPCCGT,Pelican Point Power Limited,SA1,2024-09-22T08:49:59Z,2024-09-22T08:49:59Z,2024-09-22T17:59:59Z,Scheduled generating unit,System security - voltage,Remain,No Market Notices were issued advising of a possible intervention. The latest time to intervene was as soon as practical at 1850 hrs on 22/09/2024.,1113.50172616667,244356.23043765,182971.19262021,0,0,61385.03781744,new,2024082620241001 System security energy directions report.xlsx
2024-09-17T05:30:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-09-24T05:59:59Z,2024-09-24T23:59:59Z,2024-09-26T05:59:59Z,Scheduled generating unit,System security - voltage,Synchronise,118423,1117.8386115,246706.98155805,25853.2474970301,12746.4092797501,0,233600.14334077,new,2024082620241001 System security energy directions report.xlsx
2024-09-17T05:30:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-09-24T05:59:59Z,2024-09-24T23:59:59Z,2024-09-25T17:59:59Z,Scheduled generating unit,System security - voltage,Remain,118423,671.007698,148091.3989486,35812.66600435,0,0,112278.73294425,new,2024082620241001 System security energy directions report.xlsx
2024-09-17T05:30:00Z,QPS5,Origin Energy Electricity Limited,SA1,2024-09-25T08:59:59Z,2024-09-25T17:59:59Z,2024-09-26T05:59:59Z,Scheduled generating unit,System security - voltage,Synchronise,118441,900.250825833334,197312.357258091,-18975.46692985,0,0,216287.824187941,new,2024082620241001 System security energy directions report.xlsx
2024-09-26T07:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-09-26T07:00:00Z,2024-09-26T14:30:00Z,2024-09-27T05:59:59Z,Scheduled generating unit,System security - voltage,Remain,118451,585.035783,129292.908043,1561.58370067,0,0,127731.32434233,new,2024082620241001 System security energy directions report.xlsx
2024-09-26T07:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-09-26T07:00:00Z,2024-09-26T22:00:00Z,2024-09-30T05:00:00Z,Scheduled generating unit,System security - voltage,Synchronise,118451,2909.8163715,643069.4181015,-21066.70857693,0,0,664136.12667843,new,2024082620241001 System security energy directions report.xlsx
2024-09-26T07:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-09-27T04:29:59Z,2024-09-27T14:00:00Z,2024-09-27T05:00:00Z,Scheduled generating unit,System security - voltage,Remain,118451,0,0,0,0,0,0,new,2024082620241001 System security energy directions report.xlsx
2024-09-26T07:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-09-27T05:14:59Z,2024-09-27T22:00:00Z,2024-09-29T07:29:59Z,Scheduled generating unit,System security - voltage,Synchronise,118451,1254.3635515,276850.579451565,-46411.73365838,0,0,323262.313109945,new,2024082620241001 System security energy directions report.xlsx
2024-09-26T07:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2024-09-27T10:00:00Z,2024-09-27T14:00:00Z,2024-09-27T22:00:00Z,Scheduled generating unit,System security - voltage,Synchronise,118451,316.914053,69946.10063763,-7408.83512716,72973.7340848125,2333.33333333333,152662.003182936,new,2024082620241001 System security energy directions report.xlsx
2024-09-26T07:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-09-29T07:00:00Z,2024-09-29T21:30:00Z,2024-09-30T05:00:00Z,Scheduled generating unit,System security - voltage,Synchronise,118451,272.7013154,60171.54524301,-13248.22682976,9996.58880732077,0,83416.3608800908,new,2024082620241001 System security energy directions report.xlsx
2024-09-26T07:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-09-30T04:35:00Z,2024-09-30T22:29:59Z,2024-10-01T05:00:00Z,Scheduled generating unit,System security - voltage,Remain,118532,246.0302385,54234.90577494,-9295.20023371,0,0,63530.10600865,new,2024082620241001 System security energy directions report.xlsx
2024-10-01T04:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-10-01T04:00:00Z,2024-10-01T21:30:00Z,2024-10-02T05:30:00Z,Scheduled generating unit,System security - voltage,Remain,118541,302.386715,66664.1751889,-13177.02675615,0,0,79841.20194505,new,2024100120241029 System security energy directions report.xlsx
2024-10-01T04:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-10-01T04:00:00Z,2024-10-01T21:30:00Z,2024-10-02T05:30:00Z,Scheduled generating unit,System security - voltage,Remain,118541,297.991637,65695.23629302,-12981.06042868,0,0,78676.2967217,new,2024100120241029 System security energy directions report.xlsx
2024-10-01T04:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2024-10-02T05:59:59Z,2024-10-02T11:00:00Z,2024-10-08T04:00:00Z,Scheduled generating unit,System security - voltage,Synchronise,118567,5208.202093,1149346.03788324,-45122.83486072,0,0,1194468.87274396,new,2024100120241029 System security energy directions report.xlsx
2024-10-01T04:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2024-10-02T05:59:59Z,2024-10-02T11:59:59Z,2024-10-09T05:30:00Z,Scheduled generating unit,System security - voltage,Remain,118567,6040.2849965,1332970.09302762,-22099.7045998501,0,0,1355069.79762747,new,2024100120241029 System security energy directions report.xlsx
